,Name,Genre
8752,Sonic the Hedgehog 3,4
8753,Sonic's Ultimate Genesis Collection,1
8754,Sonny with a Chance,4
8755,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,2
8756,Sora no Otoshimono Forte: Dreamy Season,2
8757,Sora no Otoshimono: DokiDoki Summer Vacation,1
8758,Sorcery,8
8759,Sorcery Saga: The Curse of the Great Curry God,4
8760,Sorry! / Aggravation / Scrabble Junior,2
8761,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,10
8762,Sotsugyou Crossworld,10
8763,Sotsugyou II: Neo Generation,10
8764,Sotsugyou II: Neo Generation Special,8
8765,Soukaigi,1
8766,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,6
8767,Soul Bubbles,1
8768,Soul Eater: Battle Resonance,1
8769,Soul Eater: Monotone Princess,1
8770,Soul Eater: Plot of Medusa,3
8771,Soul Edge,8
8772,Soul Nomad & the World Eaters,1
8773,Soul Reaver 2,8
8774,Soul Sacrifice,1
8775,Soul Sacrifice Delta,3
8776,SoulCalibur,3
8777,SoulCalibur II,3
8778,SoulCalibur III,3
8779,SoulCalibur IV,1
8780,SoulCalibur Legends,1
8781,SoulCalibur Legends (JP sales),3
8782,SoulCalibur V,3
8783,SoulCalibur: Broken Destiny,2
8784,SoulLink Extension,2
8785,Sound Novel Evolution 1: Otogirisou Sosei-Hen,2
8786,Sound Novel Machi,4
8787,Sound Novel Tsukuru,10
8788,Sousaku Alice to Oujisama!,9
8789,South Park,7
8790,South Park Rally,4
8791,South Park: Chef's Luv Shack,8
8792,South Park: The Stick of Truth,10
8793,Soviet Strike,12
8794,Space Battleship Yamato: Harukanaru Hoshi Iscandar,6
8795,Space Bust-A-Move,1
8796,Space Camp,4
8797,Space Channel 5 Special Edition,4
8798,Space Channel 5: Ulala's Cosmic Attack,5
8799,Space Chimps,8
8800,Space Griffon VF-9,12
8801,Space Hulk,9
8802,Space Hulk: Vengeance of the Blood Angels,9
8803,Space Invaders,9
8804,Space Invaders Extreme,9
8805,Space Invaders Extreme 2,9
8806,Space Invaders Revolution,11
8807,Space Jam,9
8808,Space Raiders,2
8809,Space Station Silicon Valley,4
8810,Space Venus starring Morning Musume,6
8811,Spanish for Everyone!,1
8812,Spartan: Total Warrior,1
8813,Spawn the Eternal,1
8814,Spawn: Armageddon,9
8815,Spec Ops: Airborne Commando,9
8816,Spec Ops: Covert Assault,9
8817,Spec Ops: Ranger Elite,9
8818,Spec Ops: The Line,9
8819,Special Forces: Nemesis Strike,8
8820,Spectral Force 3,8
8821,Spectral Force Genesis,8
8822,Spectral Souls: Resurrection of the Ethereal Empires,8
8823,Spectrobes,8
8824,Spectrobes: Beyond the Portals,8
8825,Spectrobes: Origins,7
8826,Speed,7
8827,Speed Kings,7
8828,Speed Punks,7
8829,Speed Racer,7
8830,Speed Racer: The Videogame,7
8831,Speed Zone,11
8832,Speedball 2100,4
8833,Spelling Challenges and more!,1
8834,Sphinx and the Cursed Mummy,1
8835,Spice World,1
8836,Spider-Man,1
8837,Spider-Man 2,1
8838,Spider-Man 2: Enter: Electro,5
8839,Spider-Man 3,5
8840,Spider-Man: Battle for New York,1
8841,Spider-Man: Edge of Time,1
8842,Spider-Man: Friend or Foe,1
8843,Spider-Man: Mysterio's Menace,1
8844,Spider-Man: Shattered Dimensions,1
8845,Spider-Man: The Movie,1
8846,Spider-Man: Web of Shadows,1
8847,Spider-Man: Web of Shadows - Amazing Allies Edition,6
8848,Spin Jam,2
8849,Spirit Camera: The Cursed Memoir,5
8850,Spirit: Stallion of the Cimarron,5
8851,Spirits & Spells,4
8852,Spirits and Demons: 5 Game Pack,10
8853,Spitfire Heroes: Tales of the Royal Air Force,7
8854,SplashDown,7
8855,SplashDown: Rides Gone Wild,11
8856,Splat Renegade Paintball,9
8857,Splatoon,1
8858,Splatterhouse,7
8859,Split/Second,1
8860,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,5
8861,SpongeBob SquarePants: Battle for Bikini Bottom,5
8862,SpongeBob SquarePants: Creature from the Krusty Krab,5
8863,SpongeBob SquarePants: Double Pack,4
8864,"SpongeBob SquarePants: Lights, Camera, Pants!",9
8865,SpongeBob SquarePants: Plankton's Robotic Revenge,5
8866,SpongeBob SquarePants: Revenge of the Flying Dutchman,1
8867,SpongeBob SquarePants: SuperSponge,1
8868,SpongeBob SquarePants: The Yellow Avenger,4
8869,SpongeBob SquigglePants,4
8870,SpongeBob SquigglePants 3D,2
8871,SpongeBob vs The Big One: Beach Party Cook Off,1
8872,SpongeBob's Atlantis SquarePantis,4
8873,SpongeBob's Boating Bash,1
8874,SpongeBob's Surf & Skate Roadtrip,1
8875,SpongeBob's Truth or Square,1
8876,SpongeBob's Truth or Square (US sales),5
8877,SpongeBob: HeroPants,1
8878,Spongebob Squarepants / Fairly Odd Parents Double Pack,12
8879,Spore,10
8880,Spore Creatures,12
8881,Spore Galactic Adventures,10
8882,Spore Hero,10
8883,Spore Hero Arena,7
8884,Sports Car GT,11
8885,Sports Champions,11
8886,Sports Collection,11
8887,Sports Illustrated for Kids: Baseball,11
8888,Sports Illustrated for Kids: Football,5
8889,Spot Goes to Hollywood,7
8890,Sprint Cars: Road to Knoxville,2
8891,Sprung - A Game Where Everyone Scores,1
8892,Spy Fiction,2
8893,Spy Fox in Dry Cereal,9
8894,Spy Games: Elevator Mission,7
8895,Spy Hunter,7
8896,Spy Hunter / Super Sprint,7
8897,Spy Hunter 2,7
8898,Spy Hunter: Nowhere To Run,5
8899,Spy Kids 3-D: Game Over,5
8900,Spy Kids Challenger,1
8901,Spy vs Spy,1
8902,Spyborgs,5
8903,Spyro 2: Ripto's Rage!,5
8904,Spyro 2: Season of Flame,1
8905,Spyro Orange: The Cortex Conspiracy,5
8906,Spyro the Dragon,5
8907,Spyro: A Hero's Tail,5
8908,Spyro: Attack of the Rhynocs,5
8909,Spyro: Enter the Dragonfly,5
8910,Spyro: Season of Ice,1
8911,Spyro: Shadow Legacy,5
8912,Spyro: Year of the Dragon,6
8913,Squeeballs Party,4
8914,Squinkies,5
8915,Squinkies 2: Adventure Mall Surprize!,6
8916,Squishy Tank,4
8917,Stacked with Daniel Negreanu,11
8918,Stadium Games,3
8919,Stake: Fortune Fighters,2
8920,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,9
8921,Star Fighter,9
8922,Star Fox,9
8923,Star Fox 64,9
8924,Star Fox 64 3D,2
8925,Star Fox Adventures,9
8926,Star Fox Command,9
8927,Star Fox: Assault,9
8928,Star Fox: Zero,3
8929,Star Gladiator Episode: I Final Crusade,8
8930,Star Ocean,8
8931,Star Ocean 5: Integrity and Faithlessness,8
8932,Star Ocean: Blue Sphere,8
8933,Star Ocean: First Departure,8
8934,Star Ocean: Second Evolution,8
8935,Star Ocean: The Last Hope,8
8936,Star Ocean: The Last Hope International,8
8937,Star Ocean: The Second Story,8
8938,Star Ocean: Till The End of Time,9
8939,Star Soldier,9
8940,Star Soldier: Vanishing Earth,8
8941,Star Trek Online,12
8942,Star Trek: Conquest,10
8943,Star Trek: Invasion,10
8944,Star Trek: Legacy,10
8945,Star Trek: Shattered Universe,12
8946,Star Trek: Tactical Assault,1
8947,Star Trek: The Game,9
8948,Star Trek: Voyager Elite Force,9
8949,Star Wars Battlefront (2015),9
8950,Star Wars Battlefront: Elite Squadron,9
8951,Star Wars Battlefront: Renegade Squadron,1
8952,Star Wars Episode 1: Jedi Power Battles,7
8953,Star Wars Episode I Racer,10
8954,Star Wars Episode I: Battle for Naboo,2
8955,Star Wars Episode I: The Phantom Menace,1
8956,Star Wars Episode II: Attack of the Clones,1
8957,Star Wars Episode III: Revenge of the Sith,9
8958,Star Wars Jedi Knight II: Jedi Outcast,9
8959,Star Wars Jedi Knight: Jedi Academy,8
8960,Star Wars Knights of the Old Republic II: The Sith Lords,7
8961,Star Wars Racer Revenge,10
8962,Star Wars Rogue Leader: Rogue Squadron II,10
8963,Star Wars Rogue Squadron III: Rebel Strike,10
8964,Star Wars Starfighter: Special Edition,1
8965,Star Wars The Clone Wars: Jedi Alliance,1
8966,Star Wars The Clone Wars: Lightsaber Duels,1
8967,Star Wars The Clone Wars: Republic Heroes,1
8968,Star Wars Trilogy: Apprentice of the Force,9
8969,Star Wars: Battlefront,9
8970,Star Wars: Battlefront II,9
8971,Star Wars: Bounty Hunter,9
8972,Star Wars: Clone Wars,9
8973,Star Wars: Dark Forces,7
8974,Star Wars: Demolition,12
8975,Star Wars: Empire at War,12
8976,Star Wars: Empire at War - Forces of Corruption,12
8977,Star Wars: Empire at War - Gold Pack,1
8978,Star Wars: Flight of the Falcon,1
8979,Star Wars: Jedi Power Battles,10
8980,Star Wars: Jedi Starfighter,8
8981,Star Wars: Knights of the Old Republic,1
8982,Star Wars: Lethal Alliance,1
8983,Star Wars: Masters of Teras Kasi,1
8984,Star Wars: Obi-Wan,9
8985,Star Wars: Rebel Assault II - The Hidden Empire,9
8986,Star Wars: Republic Commando,10
8987,Star Wars: Rogue Squadron,1
8988,Star Wars: Shadows of the Empire,10
8989,Star Wars: Starfighter,7
8990,Star Wars: Super Bombad Racing,4
8991,Star Wars: The Clone Wars & Tetris Worlds,1
8992,Star Wars: The Force Unleashed,1
8993,Star Wars: The Force Unleashed II,8
8994,Star Wars: The Old Republic,9
8995,Star X,9
8996,StarBlade α,12
8997,StarCraft,12
8998,StarCraft II: Heart of the Swarm,12
8999,StarCraft II: Legacy of the Void,12
9000,StarCraft II: Wings of Liberty,12
9001,Starcraft 64,1
9002,Starhawk,4
9003,Starry ? Sky: After Autumn,4
9004,Starry ? Sky: After Spring,4
9005,Starry ? Sky: After Summer,4
9006,Starry ? Sky: In Autumn,4
9007,Starry ? Sky: In Spring,4
9008,Starry ? Sky: In Summer,4
9009,Starry ? Sky: In Winter,9
9010,Starship Troopers,5
9011,Starshot: Space Circus Fever,7
9012,Starsky & Hutch,4
9013,Start the Party!,4
9014,Start the Party! Save the World,7
9015,Starwinder: The Ultimate Space Race,12
9016,State of Decay,1
9017,State of Emergency,9
9018,State of Emergency 2,8
9019,Steambot Chronicles,3
9020,Steambot Chronicles: Battle Tournament,10
9021,Steel Battalion,4
9022,Steel Battalion: Heavy Armor,10
9023,Steel Battalion: Line of Contact,1
9024,Steel Diver,2
9025,Steins;Gate,2
9026,Steins;Gate 0,2
9027,Steins;Gate: Hiyoku Renri no Darling,2
9028,Steins;Gate: Senkei Kousoku no Phonogram,12
9029,Stella Deus: The Gate of Eternity,8
9030,Stella Glow,12
9031,Stellaris,2
9032,Still Life,2
9033,Still Life 2,11
9034,StokEd,11
9035,Stoked: Big Air Edition,1
9036,Stolen,2
9037,Stolen Song,4
9038,Storm Lover 2nd,2
9039,Storm Lover 2nd V,1
9040,Storm Lover Kai!!,2
9041,StormLover,2
9042,StormLover Karen!!,12
9043,Stormrise,2
9044,Story Hour: Adventures,2
9045,Story Hour: Fairy Tales,10
9046,Story of Seasons,10
9047,Story of Seasons: Good Friends of the Three Villages,4
9048,Storybook Workshop,8
9049,Stranger of Sword City,9
9050,Stranglehold,1
9051,Strawberry Shortcake: Strawberryland Games,2
9052,Strawberry Shortcake: Summertime Adventure,7
9053,Streak: Hoverboard Racing,3
9054,Street Fighter Alpha 2,3
9055,Street Fighter Alpha 3,3
9056,Street Fighter Alpha 3 MAX,3
9057,Street Fighter Alpha: Warriors' Dreams,3
9058,Street Fighter Anniversary Collection,3
9059,Street Fighter Collection,3
9060,Street Fighter EX Plus Alpha,3
9061,Street Fighter EX2 Plus,3
9062,Street Fighter EX3,3
9063,Street Fighter II Turbo,3
9064,Street Fighter II': Special Champion Edition,1
9065,Street Fighter II': Special Champion Edition (JP weekly sales),3
9066,Street Fighter II: The World Warrior,3
9067,Street Fighter IV,3
9068,Street Fighter V,3
9069,Street Fighter X Tekken,3
9070,Street Fighter: The Movie,11
9071,Street Hoops,11
9072,Street Jam Basketball,7
9073,Street Racer,11
9074,Street Sk8er,7
9075,Street Supremacy,1
9076,Streets of Rage,1
9077,Streets of Rage 3,5
9078,Stretch Panic,5
9079,Strider (2014),5
9080,Strider 2,11
9081,Strike Force Bowling,10
9082,Strike Point,1
9083,Strike Witches 2: Iyasu Naosu Punipunisuru,1
9084,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,1
9085,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,12
9086,Strike Witches: Shirogane no Tsubasa,11
9087,Striker 96,9
9088,Strikers 1945,1
9089,Strongest Tokyo University Shogi DS,12
9090,Stronghold,12
9091,Stronghold 2 Deluxe,12
9092,Stronghold Crusader Extreme,12
9093,Stronghold Kingdoms,12
9094,Stronghold Legends,5
9095,Stuart Little 2,5
9096,Stuart Little 3: Big Photo Adventure,1
9097,Stubbs the Zombie in Rebel Without a Pulse,7
9098,Stunt GP,7
9099,Stunt Race FX,7
9100,Stuntman,7
9101,Stuntman: Ignition,4
9102,Style Book: Cinnamoroll,4
9103,Style Book: Junior City,10
9104,Style Lab: Jewelry Design,10
9105,Style Lab: Makeover,10
9106,Style Savvy,10
9107,Style Savvy: Trendsetters,10
9108,Sub Rebellion,8
9109,Sudeki,6
9110,Sudoku Ball Detective,6
9111,Sudoku Fever,6
9112,Sudoku Gridmaster,6
9113,Sudoku Gridmaster (JP sales),6
9114,Sudoku Mania,6
9115,Sudokuro,2
9116,Sugar + Spice! Anoko no Suteki na Nanimokamo,3
9117,Suggoi! Arcana Heart 2,3
9118,Sugoi Hebereke,8
9119,Suikoden,8
9120,Suikoden II,8
9121,Suikoden IV,12
9122,Suikoden Tactics,8
9123,Suikoden Tierkreis,8
9124,Suikoden V,8
9125,Suikoden: Tsumugareshi Hyakunen no Toki,4
9126,Suite PreCure: Melody Collection,1
9127,Sumikko Gurashi: Koko ga Ochitsukundesu,4
9128,Sumikko Gurashi: Mura o Tsukurundesu,1
9129,Sumikko Gurashi: Omise Hajimerundesu,11
9130,Summer Athletics,11
9131,Summer Athletics 2009,11
9132,Summer Athletics: The Ultimate Challenge,11
9133,Summer Athletics: The Ultimate Challenge (Others sales),11
9134,Summer Athletics: The Ultimate Challenge (US sales),11
9135,Summer Challenge: Athletics Tournament,11
9136,Summer Heat Beach Volleyball,11
9137,Summer Sports 2: Island Sports Party,11
9138,Summer Sports: Paradise Island,11
9139,Summer Sports: Paradise Island (Others sales),8
9140,Summon Night,8
9141,Summon Night 2,8
9142,Summon Night 3,8
9143,Summon Night 4,8
9144,Summon Night 5,1
9145,Summon Night 6: Lost Borders,8
9146,Summon Night Craft Sword Monogatari: Hajimari no Ishi,8
9147,Summon Night EX-Thesis: Yoake no Tsubasa,8
9148,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,8
9149,Summon Night X: Tears Crown,8
9150,Summon Night: Swordcraft Story,8
9151,Summon Night: Twin Age,8
9152,Summoner,8
9153,Summoner 2,8
9154,Summoner: A Goddess Reborn,3
9155,Sunday vs Magazine Shuuketsu! Choujou Daikessen,11
9156,Sunny Garcia Surfing,8
9157,Sunrise Eiyuutan R,9
9158,Sunset Overdrive,5
9159,Super Adventure Island,1
9160,Super Army War,11
9161,Super Baseball,11
9162,Super Baseball Simulator 1.000,11
9163,Super Batter Up,1
9164,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,11
9165,Super Black Bass Fishing,6
9166,Super Bomberman,6
9167,Super Bomberman 2,6
9168,Super Bomberman 3,6
9169,Super Bomberman 4,6
9170,Super Bomberman 5,11
9171,Super Bowling,6
9172,Super Bubble Pop,6
9173,Super Bust-A-Move,5
9174,Super Castlevania IV,6
9175,Super Collapse! 3,6
9176,Super Collapse! II,11
9177,Super Dodge Ball,11
9178,Super Dodge Ball Advance,11
9179,Super Dodgeball Brawlers,11
9180,Super Dodgeball Brawlers (jp sales),3
9181,Super Dragon Ball Z,11
9182,Super Famista 3,11
9183,Super Famista 4,11
9184,Super Famista 5,3
9185,Super Fire ProWrestling,3
9186,Super Fire ProWrestling Special,3
9187,Super Fire ProWrestling X,11
9188,Super Football,11
9189,Super Formation Soccer 94,6
9190,Super Fruit Fall,5
9191,Super Ghouls 'n Ghosts,8
9192,Super Hero Generation,8
9193,Super Heroine Chronicle,4
9194,Super Jinsei Game 2,4
9195,Super Mahjong 2: Honkaku 4Jin Uchi,5
9196,Super Mario 3D Land,5
9197,Super Mario 3D World,5
9198,Super Mario 64,5
9199,Super Mario Advance,5
9200,Super Mario All-Stars,5
9201,Super Mario All-Stars: Limited Edition,5
9202,Super Mario Bros.,5
9203,Super Mario Bros. 2,5
9204,Super Mario Bros. 3,5
9205,Super Mario Bros.: The Lost Levels,5
9206,Super Mario Galaxy,5
9207,Super Mario Galaxy 2,7
9208,Super Mario Kart,5
9209,Super Mario Land,2
9210,Super Mario Land 2: 6 Golden Coins,5
9211,Super Mario Land 3: Wario Land,5
9212,Super Mario Maker,8
9213,Super Mario RPG: Legend of the Seven Stars,11
9214,Super Mario Strikers,5
9215,Super Mario Sunshine,5
9216,Super Mario World,5
9217,Super Mario World 2: Yoshi's Island,5
9218,Super Meat Boy: Ultra Edition!,1
9219,Super Metroid,4
9220,Super Momotarou Dentetsu DX,10
9221,Super Momotarou Dentetsu III,6
9222,Super Monkey Ball,6
9223,Super Monkey Ball 2,1
9224,Super Monkey Ball 3D,5
9225,Super Monkey Ball Adventure,4
9226,Super Monkey Ball Deluxe,6
9227,Super Monkey Ball Jr.,4
9228,Super Monkey Ball: Banana Blitz,1
9229,Super Monkey Ball: Step & Roll,4
9230,Super Monkey Ball: Touch & Roll,6
9231,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,6
9232,Super Nazo Puyo: Ruruu no Ruu,5
9233,Super Paper Mario,7
9234,Super PickUps,11
9235,Super Power League,11
9236,Super Power League 2,5
9237,Super Princess Peach,6
9238,Super Puyo Puyo,6
9239,Super Puyo Puyo 2,6
9240,Super Puzzle Fighter II Turbo,9
9241,Super R-Type,7
9242,Super R.C. Pro-Am,4
9243,Super Real Mahjong Graffiti,4
9244,Super Real Mahjong P V,2
9245,Super Robot Gakuen,3
9246,Super Robot Spirits,12
9247,Super Robot Taisen 64,12
9248,Super Robot Taisen A,12
9249,Super Robot Taisen A Portable,12
9250,Super Robot Taisen Compact 2 Dai-1-Bu,12
9251,Super Robot Taisen Complete Box,12
9252,Super Robot Taisen D,12
9253,Super Robot Taisen EX,12
9254,Super Robot Taisen F,12
9255,Super Robot Taisen F Kanketsuhen,12
9256,Super Robot Taisen Impact,12
9257,Super Robot Taisen J,12
9258,Super Robot Taisen K,12
9259,Super Robot Taisen L,12
9260,Super Robot Taisen MX,12
9261,Super Robot Taisen MX Portable,12
9262,Super Robot Taisen Neo,3
9263,Super Robot Taisen OG Infinite Battle,8
9264,Super Robot Taisen OG Saga: Endless Frontier,8
9265,Super Robot Taisen OG Saga: Endless Frontier (JP sales),12
9266,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,12
9267,Super Robot Taisen OG: Original Generations,12
9268,Super Robot Taisen OG: Original Generations Gaiden,12
9269,Super Robot Taisen R,8
9270,Super Robot Taisen UX,12
9271,Super Robot Taisen W,12
9272,Super Robot Taisen XO,12
9273,Super Robot Taisen Z,4
9274,Super Robot Taisen Z Special Disc,12
9275,Super Robot Taisen α,12
9276,Super Robot Taisen α Gaiden,8
9277,Super Robot Taisen: Original Generation,12
9278,Super Robot Taisen: Scramble Commander,12
9279,Super Robot Taisen: Scramble Commander the 2nd,1
9280,Super Robot Wars BX,12
9281,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,12
9282,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,4
9283,Super Robot Wars OG: The Moon Dwellers,1
9284,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,9
9285,Super Scope 6,6
9286,Super Scribblenauts,1
9287,Super Sentai Battle: Ranger Cross,3
9288,Super Smash Bros.,3
9289,Super Smash Bros. Brawl,3
9290,Super Smash Bros. Melee,3
9291,Super Smash Bros. for Wii U and 3DS,11
9292,Super Soccer,7
9293,Super Speed Machines,3
9294,Super Street Fighter II,3
9295,Super Street Fighter II: Turbo Revival,3
9296,Super Street Fighter IV: 3D Edition,11
9297,Super Swing Golf,11
9298,Super Swing Golf Season 2,7
9299,Super Trucks Racing,1
9300,Super Wagyan Land,7
9301,SuperCar Challenge,7
9302,Superbike 2000,7
9303,Supercar Street Challenge,7
9304,Supercross 2000,1
9305,Superman Returns,5
9306,Superman: Countdown to Apokolips,1
9307,Superman: Shadow of Apokolips,1
9308,Superman: The Man of Steel,1
9309,Superman: The New Superman Adventures,10
9310,Supermodel Makeover by Lauren Luke,7
9311,Superstars V8 Racing,3
9312,Supremacy MMA,12
9313,Supreme Commander,12
9314,Supreme Commander 2,12
9315,Supreme Commander: Forged Alliance,12
9316,Supreme Ruler: Cold War,11
9317,Surf Riders,11
9318,Surf's Up,11
9319,Surfing H3O,2
9320,Survivor,1
9321,Sushi Academy,10
9322,Sushi Go-Round,12
9323,Suujin Taisen,7
9324,Suzuki Super-Bikes II: Riding Challenge,7
9325,Suzuki TT Superbikes,2
9326,Suzumiya Haruhi no Chokuretsu,2
9327,Suzumiya Haruhi no Gekidou,2
9328,Suzumiya Haruhi no Heiretsu,2
9329,Suzumiya Haruhi no Tomadoi,2
9330,Suzumiya Haruhi no Tsuisou,2
9331,Suzumiya Haruhi no Yakusoku,4
9332,Suzumiya Haruhi-Chan no Mahjong,2
9333,Suzunone Seven: Rebirth Knot,2
9334,Sweet Honey Coming,11
9335,Swing Away Golf,11
9336,Swingerz Golf,8
9337,Sword & Sorcery,8
9338,Sword Art Online: Game Director's Edition,8
9339,Sword Art Online: Hollow Fragment,8
9340,Sword Art Online: Infinity Moment,8
9341,Sword Art Online: Lost Song,8
9342,Sword of Mana,1
9343,Syberia,2
9344,Syberia II,11
9345,Sydney 2000,9
9346,Syndicate,12
9347,Syndicate Wars,9
9348,Syphon Filter,9
9349,Syphon Filter 2,9
9350,Syphon Filter 3,9
9351,Syphon Filter: Dark Mirror,9
9352,Syphon Filter: Logan's Shadow,9
9353,Syphon Filter: The Omega Strain,7
9354,System 3 presents Ferrari Challenge Trofeo Pirelli,9
9355,System Flaw,7
9356,Sébastien Loeb Rally Evo,1
9357,T'ai Fu: Wrath of the Tiger,12
9358,T.A.C. Heroes : Big Red One,2
9359,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1
9360,TMNT,3
9361,TMNT: Mutant Melee,3
9362,TNA iMPACT!,3
9363,TNA iMPACT: Cross the Line,7
9364,TNN Motor Sports Hardcore 4x4,7
9365,TOCA 2: Touring Cars,7
9366,TOCA Race Driver 2,7
9367,TOCA Race Driver 2: Ultimate Racing Simulator,7
9368,TOCA Race Driver 3,7
9369,TOCA Touring Car Championship,4
9370,TOEIC Test Training DS,8
9371,TRINITY: Souls of Zill O'll,1
9372,TRON: Evolution,7
9373,TRON: Evolution - Battle Grids,1
9374,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,1
9375,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,1
9376,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,1
9377,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,1
9378,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,2
9379,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,4
9380,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,4
9381,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,4
9382,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,3
9383,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,6
9384,TV Show King Party,4
9385,TV Superstars,4
9386,TV Total Events,4
9387,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,4
9388,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,4
9389,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,4
9390,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,4
9391,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,12
9392,Tactics Layer: Ritina Guard Senki,8
9393,Tactics Ogre: Let Us Cling Together,8
9394,Tactics Ogre: The Knight of Lodis,3
9395,Tag Team Match M.U.S.C.L.E.,2
9396,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,2
9397,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2
9398,Taiho Shichauzo!,4
9399,Taiko Drum Master,1
9400,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,4
9401,Taiko Drum Master: Tokumori!,4
9402,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,4
9403,Taiko no Tatsujin DS: Touch de Dokodon!,4
9404,Taiko no Tatsujin Portable 2,4
9405,Taiko no Tatsujin Portable DX,4
9406,Taiko no Tatsujin Wii,4
9407,Taiko no Tatsujin Wii: Dodon to 2 Yome!,4
9408,Taiko no Tatsujin Wii: Ketteiban,4
9409,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,4
9410,Taiko no Tatsujin: Appare Sandaime,4
9411,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,4
9412,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,4
9413,Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,1
9414,Taiko no Tatsujin: Don Don! Mystery Adventure,4
9415,Taiko no Tatsujin: Go! Go! Godaime,4
9416,Taiko no Tatsujin: Tatakon de Dodon ga Don,1
9417,Taiko no Tatsujin: V Version,4
9418,Taiko no Tatsujin: Waku Waku Anime Matsuri,4
9419,Taiko no Tatsujin: Wii U Version!,12
9420,Taikou Risshiden V,2
9421,Tail Concerto,8
9422,Tail of the Sun,2
9423,Taishou Moebius Line Vitable,4
9424,Taito Legends,4
9425,Taito Legends 2,1
9426,Taito Legends Power Up,5
9427,Tak 2: The Staff of Dreams,1
9428,Tak and the Guardians of Gross,5
9429,Tak and the Power of Juju,1
9430,Tak: Mojo Mistake,5
9431,Tak: The Great Juju Challenge,6
9432,Take A Break's: Puzzle Master,10
9433,Take On Helicopters,2
9434,Tale of a Hero,8
9435,Tales of Berseria,8
9436,Tales of Destiny,8
9437,Tales of Destiny 2,8
9438,Tales of Destiny II,8
9439,Tales of Eternia,8
9440,Tales of Fandom Vol.2,8
9441,Tales of Graces,8
9442,Tales of Graces f,8
9443,Tales of Hearts,8
9444,Tales of Innocence,8
9445,Tales of Innocence R,8
9446,Tales of Legendia,8
9447,Tales of Phantasia,8
9448,Tales of Phantasia (PS1 & PSP Versions),8
9449,Tales of Phantasia: Narikiri Dungeon X,8
9450,Tales of Rebirth,8
9451,Tales of Symphonia,8
9452,Tales of Symphonia: Dawn of the New World,3
9453,Tales of VS.,8
9454,Tales of Vesperia,8
9455,Tales of Xillia,8
9456,Tales of Xillia 2,8
9457,Tales of Zestiria,8
9458,Tales of the Abyss,8
9459,Tales of the Heroes: Twin Brave,8
9460,Tales of the Tempest,8
9461,Tales of the World: Narikiri Dungeon 2,8
9462,Tales of the World: Radiant Mythology,8
9463,Tales of the World: Radiant Mythology 2,8
9464,Tales of the World: Radiant Mythology 3,8
9465,Tales of the World: Reve Unitia,4
9466,TalkMan,4
9467,TalkMan (Japan),10
9468,Tamagotchi,4
9469,Tamagotchi Collection,10
9470,Tamagotchi Connection: Corner Shop,10
9471,Tamagotchi Connection: Corner Shop 2,10
9472,Tamagotchi Connection: Corner Shop 3,4
9473,Tamagotchi Party On!,8
